time_tag,xrsa,xrsb
2026-04-23T20:12:00Z,1.638561144545747e-07,2.468283810230787e-06
2026-04-23T20:13:00Z,1.4474748866177833e-07,2.2913943666935666e-06
2026-04-23T20:14:00Z,1.3052331837570819e-07,2.1294740690791514e-06
2026-04-23T20:15:00Z,1.1649304099137225e-07,1.9867834453179967e-06
2026-04-23T20:16:00Z,1.0935682581703077e-07,1.8614374539538403e-06
2026-04-23T20:17:00Z,1.030599392493059e-07,1.756591814228159e-06
2026-04-23T20:18:00Z,9.994570859817031e-08,1.6656549632898532e-06
2026-04-23T20:19:00Z,9.554531743560801e-08,1.5936911950120702e-06
2026-04-23T20:20:00Z,9.617145479978717e-08,1.5353167555076652e-06
2026-04-23T20:21:00Z,9.306997839075848e-08,1.485330585637712e-06
2026-04-23T20:22:00Z,9.169403369924112e-08,1.4374912780112936e-06
2026-04-23T20:23:00Z,9.042206272624753e-08,1.4096633549343096e-06
2026-04-23T20:24:00Z,8.816343211037747e-08,1.3931518196841353e-06
2026-04-23T20:25:00Z,9.025317382338471e-08,1.3749302070209524e-06
2026-04-23T20:26:00Z,8.777661975045703e-08,1.3573705928138224e-06
2026-04-23T20:27:00Z,8.731865364097757e-08,1.3496808151103323e-06
2026-04-23T20:28:00Z,8.83218120861784e-08,1.3516747685571318e-06
2026-04-23T20:29:00Z,8.88069706661554e-08,1.3480722600434092e-06
2026-04-23T20:30:00Z,9.079784035748162e-08,1.356422899334575e-06
2026-04-23T20:31:00Z,8.949612606556911e-08,1.3435684422802296e-06
2026-04-23T20:32:00Z,9.050596361248608e-08,1.3612286693387432e-06
2026-04-23T20:33:00Z,8.798605932724968e-08,1.327470272372011e-06
2026-04-23T20:34:00Z,8.827026931612636e-08,1.3198656461099745e-06
2026-04-23T20:35:00Z,9.146373258772655e-08,1.3446730235955329e-06
2026-04-23T20:36:00Z,9.24463918750007e-08,1.3478397704602685e-06
2026-04-23T20:37:00Z,9.316982385598749e-08,1.3352827181734028e-06
2026-04-23T20:38:00Z,9.30110530816819e-08,1.3299745660333429e-06
2026-04-23T20:39:00Z,9.300740799744744e-08,1.32166269395384e-06
2026-04-23T20:40:00Z,8.983531785133891e-08,1.3099496527502197e-06
2026-04-23T20:41:00Z,9.044794069268391e-08,1.2991500852876925e-06
2026-04-23T20:42:00Z,8.997953671041614e-08,1.2892564882349689e-06
2026-04-23T20:43:00Z,9.048423521562654e-08,1.2757392369167064e-06
2026-04-23T20:44:00Z,9.045772486615533e-08,1.2722781548291096e-06
2026-04-23T20:45:00Z,9.005618295532258e-08,1.2612490536412224e-06
2026-04-23T20:46:00Z,8.857237077108948e-08,1.2476103847802733e-06
2026-04-23T20:47:00Z,8.682750518573812e-08,1.244416125700809e-06
2026-04-23T20:48:00Z,8.472871826370465e-08,1.232965132658137e-06
2026-04-23T20:49:00Z,8.432519393863913e-08,1.2162624898337526e-06
2026-04-23T20:50:00Z,8.38099936117942e-08,1.2152002000220818e-06
2026-04-23T20:51:00Z,8.600655121426826e-08,1.2111405567338807e-06
2026-04-23T20:52:00Z,8.355280556315847e-08,1.2080811302439542e-06
2026-04-23T20:53:00Z,8.78414638805225e-08,1.218276452163991e-06
2026-04-23T20:54:00Z,8.675272056279937e-08,1.2303967196203303e-06
2026-04-23T20:55:00Z,8.761659131550914e-08,1.224323796122917e-06
2026-04-23T20:56:00Z,8.718548372144141e-08,1.208373646477412e-06
2026-04-23T20:57:00Z,8.732813228107261e-08,1.201437271447503e-06
2026-04-23T20:58:00Z,8.565682207972714e-08,1.1839080116260448e-06
2026-04-23T20:59:00Z,8.807653273379401e-08,1.1861785651490209e-06
2026-04-23T21:00:00Z,8.997984934921988e-08,1.1917620668100426e-06
2026-04-23T21:01:00Z,9.20908433954537e-08,1.1956844900851138e-06
